"","x","value","variable","panel"
"408",550,25265.306122449,"stable potential","Time of Sample Trajectory"
"409",546,25285.7142857143,"stable potential","Time of Sample Trajectory"
"410",565,25306.1224489796,"stable potential","Time of Sample Trajectory"
"411",557,25326.5306122449,"stable potential","Time of Sample Trajectory"
"412",566,25346.9387755102,"stable potential","Time of Sample Trajectory"
"413",579,25367.3469387755,"stable potential","Time of Sample Trajectory"
"414",579,25387.7551020408,"stable potential","Time of Sample Trajectory"
"415",570,25408.1632653061,"stable potential","Time of Sample Trajectory"
"416",557,25428.5714285714,"stable potential","Time of Sample Trajectory"
"417",556,25448.9795918367,"stable potential","Time of Sample Trajectory"
"418",553,25469.387755102,"stable potential","Time of Sample Trajectory"
"419",552,25489.7959183673,"stable potential","Time of Sample Trajectory"
"420",543,25510.2040816327,"stable potential","Time of Sample Trajectory"
"421",539,25530.612244898,"stable potential","Time of Sample Trajectory"
"422",539,25551.0204081633,"stable potential","Time of Sample Trajectory"
"423",541,25571.4285714286,"stable potential","Time of Sample Trajectory"
"424",524,25591.8367346939,"stable potential","Time of Sample Trajectory"
"425",527,25612.2448979592,"stable potential","Time of Sample Trajectory"
"426",530,25632.6530612245,"stable potential","Time of Sample Trajectory"
"427",511,25653.0612244898,"stable potential","Time of Sample Trajectory"
"428",497,25673.4693877551,"stable potential","Time of Sample Trajectory"
"429",508,25693.8775510204,"stable potential","Time of Sample Trajectory"
"430",524,25714.2857142857,"stable potential","Time of Sample Trajectory"
"431",533,25734.693877551,"stable potential","Time of Sample Trajectory"
"432",524,25755.1020408163,"stable potential","Time of Sample Trajectory"
"433",526,25775.5102040816,"stable potential","Time of Sample Trajectory"
"434",539,25795.9183673469,"stable potential","Time of Sample Trajectory"
"435",529,25816.3265306122,"stable potential","Time of Sample Trajectory"
"436",530,25836.7346938776,"stable potential","Time of Sample Trajectory"
"437",545,25857.1428571429,"stable potential","Time of Sample Trajectory"
"438",535,25877.5510204082,"stable potential","Time of Sample Trajectory"
"439",538,25897.9591836735,"stable potential","Time of Sample Trajectory"
"440",538,25918.3673469388,"stable potential","Time of Sample Trajectory"
"441",535,25938.7755102041,"stable potential","Time of Sample Trajectory"
"442",534,25959.1836734694,"stable potential","Time of Sample Trajectory"
"443",550,25979.5918367347,"stable potential","Time of Sample Trajectory"
"444",551,26000,"stable potential","Time of Sample Trajectory"
"445",552,26020.4081632653,"stable potential","Time of Sample Trajectory"
"446",528,26040.8163265306,"stable potential","Time of Sample Trajectory"
"447",526,26061.2244897959,"stable potential","Time of Sample Trajectory"
"448",517,26081.6326530612,"stable potential","Time of Sample Trajectory"
"449",503,26102.0408163265,"stable potential","Time of Sample Trajectory"
"450",527,26122.4489795918,"stable potential","Time of Sample Trajectory"
"451",529,26142.8571428571,"stable potential","Time of Sample Trajectory"
"452",530,26163.2653061224,"stable potential","Time of Sample Trajectory"
"453",516,26183.6734693878,"stable potential","Time of Sample Trajectory"
"454",499,26204.0816326531,"stable potential","Time of Sample Trajectory"
"455",513,26224.4897959184,"stable potential","Time of Sample Trajectory"
"456",518,26244.8979591837,"stable potential","Time of Sample Trajectory"
"457",508,26265.306122449,"stable potential","Time of Sample Trajectory"
"458",502,26285.7142857143,"stable potential","Time of Sample Trajectory"
"459",500,26306.1224489796,"stable potential","Time of Sample Trajectory"
"460",510,26326.5306122449,"stable potential","Time of Sample Trajectory"
"461",496,26346.9387755102,"stable potential","Time of Sample Trajectory"
"462",506,26367.3469387755,"stable potential","Time of Sample Trajectory"
"463",490,26387.7551020408,"stable potential","Time of Sample Trajectory"
"464",480,26408.1632653061,"stable potential","Time of Sample Trajectory"
"465",494,26428.5714285714,"stable potential","Time of Sample Trajectory"
"466",493,26448.9795918367,"stable potential","Time of Sample Trajectory"
"467",480,26469.387755102,"stable potential","Time of Sample Trajectory"
"468",491,26489.7959183673,"stable potential","Time of Sample Trajectory"
"469",478,26510.2040816327,"stable potential","Time of Sample Trajectory"
"470",482,26530.612244898,"stable potential","Time of Sample Trajectory"
"471",471,26551.0204081633,"stable potential","Time of Sample Trajectory"
"472",469,26571.4285714286,"stable potential","Time of Sample Trajectory"
"473",470,26591.8367346939,"stable potential","Time of Sample Trajectory"
"474",463,26612.2448979592,"stable potential","Time of Sample Trajectory"
"475",463,26632.6530612245,"stable potential","Time of Sample Trajectory"
"476",448,26653.0612244898,"stable potential","Time of Sample Trajectory"
"477",438,26673.4693877551,"stable potential","Time of Sample Trajectory"
"478",440,26693.8775510204,"stable potential","Time of Sample Trajectory"
"479",451,26714.2857142857,"stable potential","Time of Sample Trajectory"
"480",453,26734.693877551,"stable potential","Time of Sample Trajectory"
"481",445,26755.1020408163,"stable potential","Time of Sample Trajectory"
"482",449,26775.5102040816,"stable potential","Time of Sample Trajectory"
"483",455,26795.9183673469,"stable potential","Time of Sample Trajectory"
"484",461,26816.3265306122,"stable potential","Time of Sample Trajectory"
"485",462,26836.7346938776,"stable potential","Time of Sample Trajectory"
"486",480,26857.1428571429,"stable potential","Time of Sample Trajectory"
"487",489,26877.5510204082,"stable potential","Time of Sample Trajectory"
"488",496,26897.9591836735,"stable potential","Time of Sample Trajectory"
"489",494,26918.3673469388,"stable potential","Time of Sample Trajectory"
"490",492,26938.7755102041,"stable potential","Time of Sample Trajectory"
"491",495,26959.1836734694,"stable potential","Time of Sample Trajectory"
"492",484,26979.5918367347,"stable potential","Time of Sample Trajectory"
"493",485,27000,"stable potential","Time of Sample Trajectory"
"494",491,27020.4081632653,"stable potential","Time of Sample Trajectory"
"495",485,27040.8163265306,"stable potential","Time of Sample Trajectory"
"496",477,27061.2244897959,"stable potential","Time of Sample Trajectory"
"497",495,27081.6326530612,"stable potential","Time of Sample Trajectory"
"498",485,27102.0408163265,"stable potential","Time of Sample Trajectory"
"499",486,27122.4489795918,"stable potential","Time of Sample Trajectory"
"500",490,27142.8571428571,"stable potential","Time of Sample Trajectory"
"501",499,27163.2653061224,"stable potential","Time of Sample Trajectory"
"502",501,27183.6734693878,"stable potential","Time of Sample Trajectory"
"503",517,27204.0816326531,"stable potential","Time of Sample Trajectory"
"504",503,27224.4897959184,"stable potential","Time of Sample Trajectory"
"505",497,27244.8979591837,"stable potential","Time of Sample Trajectory"
"506",490,27265.306122449,"stable potential","Time of Sample Trajectory"
"507",482,27285.7142857143,"stable potential","Time of Sample Trajectory"
"508",461,27306.1224489796,"stable potential","Time of Sample Trajectory"
"509",446,27326.5306122449,"stable potential","Time of Sample Trajectory"
"510",450,27346.9387755102,"stable potential","Time of Sample Trajectory"
"511",461,27367.3469387755,"stable potential","Time of Sample Trajectory"
"512",474,27387.7551020408,"stable potential","Time of Sample Trajectory"
"513",472,27408.1632653061,"stable potential","Time of Sample Trajectory"
"514",473,27428.5714285714,"stable potential","Time of Sample Trajectory"
"515",467,27448.9795918367,"stable potential","Time of Sample Trajectory"
"516",466,27469.387755102,"stable potential","Time of Sample Trajectory"
"517",469,27489.7959183673,"stable potential","Time of Sample Trajectory"
"518",450,27510.2040816327,"stable potential","Time of Sample Trajectory"
"519",460,27530.612244898,"stable potential","Time of Sample Trajectory"
"520",470,27551.0204081633,"stable potential","Time of Sample Trajectory"
"521",471,27571.4285714286,"stable potential","Time of Sample Trajectory"
"522",470,27591.8367346939,"stable potential","Time of Sample Trajectory"
"523",468,27612.2448979592,"stable potential","Time of Sample Trajectory"
"524",457,27632.6530612245,"stable potential","Time of Sample Trajectory"
"525",446,27653.0612244898,"stable potential","Time of Sample Trajectory"
"526",455,27673.4693877551,"stable potential","Time of Sample Trajectory"
"527",465,27693.8775510204,"stable potential","Time of Sample Trajectory"
"528",471,27714.2857142857,"stable potential","Time of Sample Trajectory"
"529",454,27734.693877551,"stable potential","Time of Sample Trajectory"
"530",441,27755.1020408163,"stable potential","Time of Sample Trajectory"
"531",454,27775.5102040816,"stable potential","Time of Sample Trajectory"
"532",460,27795.9183673469,"stable potential","Time of Sample Trajectory"
"533",452,27816.3265306122,"stable potential","Time of Sample Trajectory"
"534",455,27836.7346938776,"stable potential","Time of Sample Trajectory"
"535",451,27857.1428571429,"stable potential","Time of Sample Trajectory"
"536",455,27877.5510204082,"stable potential","Time of Sample Trajectory"
"537",453,27897.9591836735,"stable potential","Time of Sample Trajectory"
"538",447,27918.3673469388,"stable potential","Time of Sample Trajectory"
"539",449,27938.7755102041,"stable potential","Time of Sample Trajectory"
"540",468,27959.1836734694,"stable potential","Time of Sample Trajectory"
"541",464,27979.5918367347,"stable potential","Time of Sample Trajectory"
"542",460,28000,"stable potential","Time of Sample Trajectory"
"543",467,28020.4081632653,"stable potential","Time of Sample Trajectory"
"544",442,28040.8163265306,"stable potential","Time of Sample Trajectory"
"545",443,28061.2244897959,"stable potential","Time of Sample Trajectory"
"546",454,28081.6326530612,"stable potential","Time of Sample Trajectory"
"547",464,28102.0408163265,"stable potential","Time of Sample Trajectory"
"548",475,28122.4489795918,"stable potential","Time of Sample Trajectory"
"549",466,28142.8571428571,"stable potential","Time of Sample Trajectory"
"550",465,28163.2653061224,"stable potential","Time of Sample Trajectory"
"551",465,28183.6734693878,"stable potential","Time of Sample Trajectory"
"552",466,28204.0816326531,"stable potential","Time of Sample Trajectory"
"553",453,28224.4897959184,"stable potential","Time of Sample Trajectory"
"554",455,28244.8979591837,"stable potential","Time of Sample Trajectory"
"555",453,28265.306122449,"stable potential","Time of Sample Trajectory"
"556",449,28285.7142857143,"stable potential","Time of Sample Trajectory"
"557",453,28306.1224489796,"stable potential","Time of Sample Trajectory"
"558",467,28326.5306122449,"stable potential","Time of Sample Trajectory"
"559",468,28346.9387755102,"stable potential","Time of Sample Trajectory"
"560",459,28367.3469387755,"stable potential","Time of Sample Trajectory"
"561",456,28387.7551020408,"stable potential","Time of Sample Trajectory"
"562",456,28408.1632653061,"stable potential","Time of Sample Trajectory"
"563",438,28428.5714285714,"stable potential","Time of Sample Trajectory"
"564",439,28448.9795918367,"stable potential","Time of Sample Trajectory"
"565",449,28469.387755102,"stable potential","Time of Sample Trajectory"
"566",433,28489.7959183673,"stable potential","Time of Sample Trajectory"
"567",436,28510.2040816327,"stable potential","Time of Sample Trajectory"
"568",435,28530.612244898,"stable potential","Time of Sample Trajectory"
"569",445,28551.0204081633,"stable potential","Time of Sample Trajectory"
"570",449,28571.4285714286,"stable potential","Time of Sample Trajectory"
"571",460,28591.8367346939,"stable potential","Time of Sample Trajectory"
"572",466,28612.2448979592,"stable potential","Time of Sample Trajectory"
"573",483,28632.6530612245,"stable potential","Time of Sample Trajectory"
"574",485,28653.0612244898,"stable potential","Time of Sample Trajectory"
"575",475,28673.4693877551,"stable potential","Time of Sample Trajectory"
"576",481,28693.8775510204,"stable potential","Time of Sample Trajectory"
"577",478,28714.2857142857,"stable potential","Time of Sample Trajectory"
"578",490,28734.693877551,"stable potential","Time of Sample Trajectory"
"579",480,28755.1020408163,"stable potential","Time of Sample Trajectory"
"580",468,28775.5102040816,"stable potential","Time of Sample Trajectory"
"581",457,28795.9183673469,"stable potential","Time of Sample Trajectory"
"582",452,28816.3265306122,"stable potential","Time of Sample Trajectory"
"583",456,28836.7346938776,"stable potential","Time of Sample Trajectory"
"584",466,28857.1428571429,"stable potential","Time of Sample Trajectory"
"585",478,28877.5510204082,"stable potential","Time of Sample Trajectory"
"586",477,28897.9591836735,"stable potential","Time of Sample Trajectory"
"587",484,28918.3673469388,"stable potential","Time of Sample Trajectory"
"588",474,28938.7755102041,"stable potential","Time of Sample Trajectory"
"589",469,28959.1836734694,"stable potential","Time of Sample Trajectory"
"590",478,28979.5918367347,"stable potential","Time of Sample Trajectory"
"591",482,29000,"stable potential","Time of Sample Trajectory"
"592",472,29020.4081632653,"stable potential","Time of Sample Trajectory"
"593",475,29040.8163265306,"stable potential","Time of Sample Trajectory"
"594",470,29061.2244897959,"stable potential","Time of Sample Trajectory"
"595",484,29081.6326530612,"stable potential","Time of Sample Trajectory"
"596",469,29102.0408163265,"stable potential","Time of Sample Trajectory"
"597",458,29122.4489795918,"stable potential","Time of Sample Trajectory"
"598",466,29142.8571428571,"stable potential","Time of Sample Trajectory"
"599",472,29163.2653061224,"stable potential","Time of Sample Trajectory"
"600",459,29183.6734693878,"stable potential","Time of Sample Trajectory"
"601",456,29204.0816326531,"stable potential","Time of Sample Trajectory"
"602",447,29224.4897959184,"stable potential","Time of Sample Trajectory"
"603",448,29244.8979591837,"stable potential","Time of Sample Trajectory"
"604",453,29265.306122449,"stable potential","Time of Sample Trajectory"
"605",454,29285.7142857143,"stable potential","Time of Sample Trajectory"
"606",456,29306.1224489796,"stable potential","Time of Sample Trajectory"
"607",460,29326.5306122449,"stable potential","Time of Sample Trajectory"
"608",457,29346.9387755102,"stable potential","Time of Sample Trajectory"
"609",470,29367.3469387755,"stable potential","Time of Sample Trajectory"
"610",468,29387.7551020408,"stable potential","Time of Sample Trajectory"
"611",472,29408.1632653061,"stable potential","Time of Sample Trajectory"
"612",496,29428.5714285714,"stable potential","Time of Sample Trajectory"
"613",495,29448.9795918367,"stable potential","Time of Sample Trajectory"
"614",500,29469.387755102,"stable potential","Time of Sample Trajectory"
"615",510,29489.7959183673,"stable potential","Time of Sample Trajectory"
"616",508,29510.2040816327,"stable potential","Time of Sample Trajectory"
"617",510,29530.612244898,"stable potential","Time of Sample Trajectory"
"618",509,29551.0204081633,"stable potential","Time of Sample Trajectory"
"619",513,29571.4285714286,"stable potential","Time of Sample Trajectory"
"620",527,29591.8367346939,"stable potential","Time of Sample Trajectory"
"621",533,29612.2448979592,"stable potential","Time of Sample Trajectory"
"622",539,29632.6530612245,"stable potential","Time of Sample Trajectory"
"623",547,29653.0612244898,"stable potential","Time of Sample Trajectory"
"624",532,29673.4693877551,"stable potential","Time of Sample Trajectory"
"625",548,29693.8775510204,"stable potential","Time of Sample Trajectory"
"626",536,29714.2857142857,"stable potential","Time of Sample Trajectory"
"627",538,29734.693877551,"stable potential","Time of Sample Trajectory"
"628",516,29755.1020408163,"stable potential","Time of Sample Trajectory"
"629",510,29775.5102040816,"stable potential","Time of Sample Trajectory"
"630",524,29795.9183673469,"stable potential","Time of Sample Trajectory"
"631",522,29816.3265306122,"stable potential","Time of Sample Trajectory"
"632",522,29836.7346938776,"stable potential","Time of Sample Trajectory"
"633",525,29857.1428571429,"stable potential","Time of Sample Trajectory"
"634",512,29877.5510204082,"stable potential","Time of Sample Trajectory"
"635",518,29897.9591836735,"stable potential","Time of Sample Trajectory"
"636",513,29918.3673469388,"stable potential","Time of Sample Trajectory"
"637",516,29938.7755102041,"stable potential","Time of Sample Trajectory"
"638",516,29959.1836734694,"stable potential","Time of Sample Trajectory"
"639",527,29979.5918367347,"stable potential","Time of Sample Trajectory"
"640",536,30000,"stable potential","Time of Sample Trajectory"
"641",513,30020.4081632653,"stable potential","Time of Sample Trajectory"
"642",518,30040.8163265306,"stable potential","Time of Sample Trajectory"
"643",540,30061.2244897959,"stable potential","Time of Sample Trajectory"
"644",534,30081.6326530612,"stable potential","Time of Sample Trajectory"
"645",534,30102.0408163265,"stable potential","Time of Sample Trajectory"
"646",525,30122.4489795918,"stable potential","Time of Sample Trajectory"
"647",510,30142.8571428571,"stable potential","Time of Sample Trajectory"
"648",509,30163.2653061224,"stable potential","Time of Sample Trajectory"
"649",512,30183.6734693878,"stable potential","Time of Sample Trajectory"
"650",518,30204.0816326531,"stable potential","Time of Sample Trajectory"
"651",516,30224.4897959184,"stable potential","Time of Sample Trajectory"
"652",509,30244.8979591837,"stable potential","Time of Sample Trajectory"
"653",523,30265.306122449,"stable potential","Time of Sample Trajectory"
"654",515,30285.7142857143,"stable potential","Time of Sample Trajectory"
"655",529,30306.1224489796,"stable potential","Time of Sample Trajectory"
"656",530,30326.5306122449,"stable potential","Time of Sample Trajectory"
"657",512,30346.9387755102,"stable potential","Time of Sample Trajectory"
"658",512,30367.3469387755,"stable potential","Time of Sample Trajectory"
"659",523,30387.7551020408,"stable potential","Time of Sample Trajectory"
"660",528,30408.1632653061,"stable potential","Time of Sample Trajectory"
"661",526,30428.5714285714,"stable potential","Time of Sample Trajectory"
"662",521,30448.9795918367,"stable potential","Time of Sample Trajectory"
"663",514,30469.387755102,"stable potential","Time of Sample Trajectory"
"664",508,30489.7959183673,"stable potential","Time of Sample Trajectory"
"665",509,30510.2040816327,"stable potential","Time of Sample Trajectory"
"666",504,30530.612244898,"stable potential","Time of Sample Trajectory"
"667",494,30551.0204081633,"stable potential","Time of Sample Trajectory"
"668",493,30571.4285714286,"stable potential","Time of Sample Trajectory"
"669",509,30591.8367346939,"stable potential","Time of Sample Trajectory"
"670",514,30612.2448979592,"stable potential","Time of Sample Trajectory"
"671",511,30632.6530612245,"stable potential","Time of Sample Trajectory"
"672",503,30653.0612244898,"stable potential","Time of Sample Trajectory"
"673",502,30673.4693877551,"stable potential","Time of Sample Trajectory"
"674",512,30693.8775510204,"stable potential","Time of Sample Trajectory"
"675",507,30714.2857142857,"stable potential","Time of Sample Trajectory"
"676",496,30734.693877551,"stable potential","Time of Sample Trajectory"
"677",502,30755.1020408163,"stable potential","Time of Sample Trajectory"
"678",499,30775.5102040816,"stable potential","Time of Sample Trajectory"
"679",519,30795.9183673469,"stable potential","Time of Sample Trajectory"
"680",525,30816.3265306122,"stable potential","Time of Sample Trajectory"
"681",513,30836.7346938776,"stable potential","Time of Sample Trajectory"
"682",521,30857.1428571429,"stable potential","Time of Sample Trajectory"
"683",513,30877.5510204082,"stable potential","Time of Sample Trajectory"
"684",524,30897.9591836735,"stable potential","Time of Sample Trajectory"
"685",525,30918.3673469388,"stable potential","Time of Sample Trajectory"
"686",522,30938.7755102041,"stable potential","Time of Sample Trajectory"
"687",509,30959.1836734694,"stable potential","Time of Sample Trajectory"
"688",516,30979.5918367347,"stable potential","Time of Sample Trajectory"
"689",525,31000,"stable potential","Time of Sample Trajectory"
"690",520,31020.4081632653,"stable potential","Time of Sample Trajectory"
"691",510,31040.8163265306,"stable potential","Time of Sample Trajectory"
"692",515,31061.2244897959,"stable potential","Time of Sample Trajectory"
"693",509,31081.6326530612,"stable potential","Time of Sample Trajectory"
"694",501,31102.0408163265,"stable potential","Time of Sample Trajectory"
"695",509,31122.4489795918,"stable potential","Time of Sample Trajectory"
"696",488,31142.8571428571,"stable potential","Time of Sample Trajectory"
"697",493,31163.2653061224,"stable potential","Time of Sample Trajectory"
"698",494,31183.6734693878,"stable potential","Time of Sample Trajectory"
"699",501,31204.0816326531,"stable potential","Time of Sample Trajectory"
"700",497,31224.4897959184,"stable potential","Time of Sample Trajectory"
"701",497,31244.8979591837,"stable potential","Time of Sample Trajectory"
"702",511,31265.306122449,"stable potential","Time of Sample Trajectory"
"703",514,31285.7142857143,"stable potential","Time of Sample Trajectory"
"704",496,31306.1224489796,"stable potential","Time of Sample Trajectory"
"705",485,31326.5306122449,"stable potential","Time of Sample Trajectory"
"706",485,31346.9387755102,"stable potential","Time of Sample Trajectory"
"707",491,31367.3469387755,"stable potential","Time of Sample Trajectory"
"708",490,31387.7551020408,"stable potential","Time of Sample Trajectory"
"709",481,31408.1632653061,"stable potential","Time of Sample Trajectory"
"710",467,31428.5714285714,"stable potential","Time of Sample Trajectory"
"711",464,31448.9795918367,"stable potential","Time of Sample Trajectory"
"712",467,31469.387755102,"stable potential","Time of Sample Trajectory"
"713",461,31489.7959183673,"stable potential","Time of Sample Trajectory"
"714",463,31510.2040816327,"stable potential","Time of Sample Trajectory"
"715",481,31530.612244898,"stable potential","Time of Sample Trajectory"
"716",500,31551.0204081633,"stable potential","Time of Sample Trajectory"
"717",501,31571.4285714286,"stable potential","Time of Sample Trajectory"
"718",494,31591.8367346939,"stable potential","Time of Sample Trajectory"
"719",496,31612.2448979592,"stable potential","Time of Sample Trajectory"
"720",479,31632.6530612245,"stable potential","Time of Sample Trajectory"
"721",488,31653.0612244898,"stable potential","Time of Sample Trajectory"
"722",475,31673.4693877551,"stable potential","Time of Sample Trajectory"
"723",474,31693.8775510204,"stable potential","Time of Sample Trajectory"
"724",475,31714.2857142857,"stable potential","Time of Sample Trajectory"
"725",467,31734.693877551,"stable potential","Time of Sample Trajectory"
"726",478,31755.1020408163,"stable potential","Time of Sample Trajectory"
"727",464,31775.5102040816,"stable potential","Time of Sample Trajectory"
"728",465,31795.9183673469,"stable potential","Time of Sample Trajectory"
"729",474,31816.3265306122,"stable potential","Time of Sample Trajectory"
"730",479,31836.7346938776,"stable potential","Time of Sample Trajectory"
"731",492,31857.1428571429,"stable potential","Time of Sample Trajectory"
"732",486,31877.5510204082,"stable potential","Time of Sample Trajectory"
"733",479,31897.9591836735,"stable potential","Time of Sample Trajectory"
"734",480,31918.3673469388,"stable potential","Time of Sample Trajectory"
"735",472,31938.7755102041,"stable potential","Time of Sample Trajectory"
"736",494,31959.1836734694,"stable potential","Time of Sample Trajectory"
"737",477,31979.5918367347,"stable potential","Time of Sample Trajectory"
"738",477,32000,"stable potential","Time of Sample Trajectory"
"739",478,32020.4081632653,"stable potential","Time of Sample Trajectory"
"740",488,32040.8163265306,"stable potential","Time of Sample Trajectory"
"741",480,32061.2244897959,"stable potential","Time of Sample Trajectory"
"742",495,32081.6326530612,"stable potential","Time of Sample Trajectory"
"743",498,32102.0408163265,"stable potential","Time of Sample Trajectory"
"744",515,32122.4489795918,"stable potential","Time of Sample Trajectory"
"745",516,32142.8571428571,"stable potential","Time of Sample Trajectory"
"746",521,32163.2653061224,"stable potential","Time of Sample Trajectory"
"747",516,32183.6734693878,"stable potential","Time of Sample Trajectory"
"748",517,32204.0816326531,"stable potential","Time of Sample Trajectory"
"749",509,32224.4897959184,"stable potential","Time of Sample Trajectory"
"750",513,32244.8979591837,"stable potential","Time of Sample Trajectory"
"751",521,32265.306122449,"stable potential","Time of Sample Trajectory"
"752",520,32285.7142857143,"stable potential","Time of Sample Trajectory"
"753",533,32306.1224489796,"stable potential","Time of Sample Trajectory"
"754",526,32326.5306122449,"stable potential","Time of Sample Trajectory"
"755",521,32346.9387755102,"stable potential","Time of Sample Trajectory"
"756",514,32367.3469387755,"stable potential","Time of Sample Trajectory"
"757",514,32387.7551020408,"stable potential","Time of Sample Trajectory"
"758",508,32408.1632653061,"stable potential","Time of Sample Trajectory"
"759",508,32428.5714285714,"stable potential","Time of Sample Trajectory"
"760",508,32448.9795918367,"stable potential","Time of Sample Trajectory"
"761",494,32469.387755102,"stable potential","Time of Sample Trajectory"
"762",499,32489.7959183673,"stable potential","Time of Sample Trajectory"
"763",492,32510.2040816327,"stable potential","Time of Sample Trajectory"
"764",491,32530.612244898,"stable potential","Time of Sample Trajectory"
"765",485,32551.0204081633,"stable potential","Time of Sample Trajectory"
"766",475,32571.4285714286,"stable potential","Time of Sample Trajectory"
"767",484,32591.8367346939,"stable potential","Time of Sample Trajectory"
"768",501,32612.2448979592,"stable potential","Time of Sample Trajectory"
"769",497,32632.6530612245,"stable potential","Time of Sample Trajectory"
"770",496,32653.0612244898,"stable potential","Time of Sample Trajectory"
"771",484,32673.4693877551,"stable potential","Time of Sample Trajectory"
"772",488,32693.8775510204,"stable potential","Time of Sample Trajectory"
"773",485,32714.2857142857,"stable potential","Time of Sample Trajectory"
"774",464,32734.693877551,"stable potential","Time of Sample Trajectory"
"775",464,32755.1020408163,"stable potential","Time of Sample Trajectory"
"776",459,32775.5102040816,"stable potential","Time of Sample Trajectory"
"777",451,32795.9183673469,"stable potential","Time of Sample Trajectory"
"778",458,32816.3265306122,"stable potential","Time of Sample Trajectory"
"779",463,32836.7346938776,"stable potential","Time of Sample Trajectory"
"780",459,32857.1428571429,"stable potential","Time of Sample Trajectory"
"781",456,32877.5510204082,"stable potential","Time of Sample Trajectory"
"782",457,32897.9591836735,"stable potential","Time of Sample Trajectory"
"783",441,32918.3673469388,"stable potential","Time of Sample Trajectory"
"784",408,32938.7755102041,"stable potential","Time of Sample Trajectory"
"785",398,32959.1836734694,"stable potential","Time of Sample Trajectory"
"786",389,32979.5918367347,"stable potential","Time of Sample Trajectory"
"787",385,33000,"stable potential","Time of Sample Trajectory"
"788",382,33020.4081632653,"stable potential","Time of Sample Trajectory"
"789",364,33040.8163265306,"stable potential","Time of Sample Trajectory"
"790",368,33061.2244897959,"stable potential","Time of Sample Trajectory"
"791",365,33081.6326530612,"stable potential","Time of Sample Trajectory"
"792",380,33102.0408163265,"stable potential","Time of Sample Trajectory"
"793",375,33122.4489795918,"stable potential","Time of Sample Trajectory"
"794",390,33142.8571428571,"stable potential","Time of Sample Trajectory"
"795",400,33163.2653061224,"stable potential","Time of Sample Trajectory"
"796",402,33183.6734693878,"stable potential","Time of Sample Trajectory"
"797",393,33204.0816326531,"stable potential","Time of Sample Trajectory"
"798",393,33224.4897959184,"stable potential","Time of Sample Trajectory"
"799",399,33244.8979591837,"stable potential","Time of Sample Trajectory"
"800",396,33265.306122449,"stable potential","Time of Sample Trajectory"
"801",381,33285.7142857143,"stable potential","Time of Sample Trajectory"
"802",378,33306.1224489796,"stable potential","Time of Sample Trajectory"
"803",382,33326.5306122449,"stable potential","Time of Sample Trajectory"
"804",357,33346.9387755102,"stable potential","Time of Sample Trajectory"
"805",346,33367.3469387755,"stable potential","Time of Sample Trajectory"
"806",348,33387.7551020408,"stable potential","Time of Sample Trajectory"
"807",341,33408.1632653061,"stable potential","Time of Sample Trajectory"
"808",346,33428.5714285714,"stable potential","Time of Sample Trajectory"
"809",339,33448.9795918367,"stable potential","Time of Sample Trajectory"
"810",326,33469.387755102,"stable potential","Time of Sample Trajectory"
"811",332,33489.7959183673,"stable potential","Time of Sample Trajectory"
"812",308,33510.2040816327,"stable potential","Time of Sample Trajectory"
"813",311,33530.612244898,"stable potential","Time of Sample Trajectory"
"814",311,33551.0204081633,"stable potential","Time of Sample Trajectory"
"815",307,33571.4285714286,"stable potential","Time of Sample Trajectory"
"816",318,33591.8367346939,"stable potential","Time of Sample Trajectory"
"817",309,33612.2448979592,"stable potential","Time of Sample Trajectory"
"818",311,34000,"stable potential","Time of Sample Trajectory"
